timestamp,sensor_A,sensor_B,sensor_C,sensor_D
2024-01-01 08:16:01,48.98,80.10,48.82,36.98
2024-01-01 08:16:02,46.51,81.71,47.42,37.69
2024-01-01 08:16:03,47.34,80.58,54.05,30.13
2024-01-01 08:16:04,45.55,76.63,53.94,32.08
2024-01-01 08:16:05,48.41,78.96,48.05,39.47
2024-01-01 08:16:06,43.99,76.59,51.99,35.33
2024-01-01 08:16:07,48.75,78.36,49.35,42.65
2024-01-01 08:16:08,44.87,78.78,48.63,42.44
2024-01-01 08:16:09,41.90,72.70,52.41,41.58
2024-01-01 08:16:10,44.82,76.41,49.71,46.11
2024-01-01 08:16:11,43.01,74.62,52.96,38.63
2024-01-01 08:16:12,45.86,78.40,50.27,41.67
2024-01-01 08:16:13,42.68,73.48,49.51,36.85
2024-01-01 08:16:14,42.91,74.29,60.32,49.10
2024-01-01 08:16:15,39.83,76.36,59.86,47.32
2024-01-01 08:16:16,42.52,74.02,52.15,39.52
2024-01-01 08:16:17,38.38,75.18,57.79,41.11
2024-01-01 08:16:18,39.88,76.25,57.33,45.07
2024-01-01 08:16:19,44.38,77.64,56.95,39.12
2024-01-01 08:16:20,44.24,70.90,51.00,37.14
2024-01-01 08:16:21,43.34,72.79,57.27,43.32
2024-01-01 08:16:22,40.37,71.69,54.14,40.18
2024-01-01 08:16:23,42.02,71.18,50.78,40.64
2024-01-01 08:16:24,41.92,75.22,57.02,36.60
2024-01-01 08:16:25,39.43,76.87,60.21,33.10
2024-01-01 08:16:26,44.57,70.85,61.02,40.93
2024-01-01 08:16:27,43.14,74.93,50.52,43.62
2024-01-01 08:16:28,40.76,73.76,57.64,39.10
2024-01-01 08:16:29,41.08,72.72,54.12,45.74
2024-01-01 08:16:30,41.27,71.37,57.59,37.17
2024-01-01 08:16:31,36.59,75.58,53.64,35.75
2024-01-01 08:16:32,40.00,71.05,52.21,39.67
2024-01-01 08:16:33,38.96,75.60,54.30,39.58
2024-01-01 08:16:34,38.14,72.95,57.35,42.95
2024-01-01 08:16:35,39.41,73.90,54.43,36.72
2024-01-01 08:16:36,43.39,71.17,55.94,45.24
2024-01-01 08:16:37,40.91,69.96,58.53,47.58
2024-01-01 08:16:38,38.32,72.11,58.81,39.48
2024-01-01 08:16:39,40.43,69.98,60.60,44.56
2024-01-01 08:16:40,41.92,73.22,56.10,35.26
2024-01-01 08:16:41,40.80,70.46,51.87,43.69
2024-01-01 08:16:42,38.91,72.53,60.75,43.48
2024-01-01 08:16:43,37.33,69.45,55.79,42.65
2024-01-01 08:16:44,39.85,73.21,58.82,39.02
2024-01-01 08:16:45,39.08,74.47,61.27,27.15
2024-01-01 08:16:46,39.92,71.23,57.42,36.28
2024-01-01 08:16:47,39.24,69.70,51.97,36.21
2024-01-01 08:16:48,39.91,69.64,53.30,34.67
2024-01-01 08:16:49,36.58,70.09,62.02,38.93
2024-01-01 08:16:50,40.13,72.95,55.41,36.61
2024-01-01 08:16:51,37.74,71.20,57.60,34.84
2024-01-01 08:16:52,41.34,65.58,57.47,33.74
2024-01-01 08:16:53,35.66,71.18,60.69,34.95
2024-01-01 08:16:54,40.36,67.19,56.62,42.12
2024-01-01 08:16:55,37.13,68.84,57.10,34.82
2024-01-01 08:16:56,35.28,67.72,57.89,35.22
2024-01-01 08:16:57,35.47,73.29,61.29,35.26
2024-01-01 08:16:58,35.65,71.18,60.27,38.25
2024-01-01 08:16:59,36.99,72.91,57.03,38.52
2024-01-01 08:17:00,37.05,68.49,61.02,24.32
2024-01-01 08:17:01,34.71,69.14,58.79,40.37
2024-01-01 08:17:02,35.67,67.46,56.04,41.82
2024-01-01 08:17:03,39.86,67.13,53.80,31.66
2024-01-01 08:17:04,38.90,67.29,53.73,31.75
2024-01-01 08:17:05,36.18,66.13,57.48,33.61
2024-01-01 08:17:06,35.25,66.99,62.55,32.16
2024-01-01 08:17:07,35.28,68.85,56.42,35.84
2024-01-01 08:17:08,36.13,71.70,58.89,26.93
2024-01-01 08:17:09,32.73,70.29,58.39,30.00
2024-01-01 08:17:10,34.13,67.05,58.74,40.38
2024-01-01 08:17:11,31.18,69.41,56.76,30.27
2024-01-01 08:17:12,35.19,65.59,58.22,38.71
2024-01-01 08:17:13,35.56,70.46,58.08,34.90
2024-01-01 08:17:14,33.18,64.18,61.71,25.99
2024-01-01 08:17:15,37.17,65.80,58.37,35.51
2024-01-01 08:17:16,31.45,62.01,57.53,32.24
2024-01-01 08:17:17,30.86,67.15,64.74,30.63
2024-01-01 08:17:18,34.12,70.40,60.16,33.16
2024-01-01 08:17:19,35.65,67.57,59.20,33.82
2024-01-01 08:17:20,36.81,71.70,57.89,34.48
2024-01-01 08:17:21,32.41,66.21,59.00,36.10
2024-01-01 08:17:22,35.38,62.48,59.43,32.75
2024-01-01 08:17:23,33.04,66.63,61.60,25.35
2024-01-01 08:17:24,32.66,66.96,55.16,28.69
2024-01-01 08:17:25,34.67,72.11,57.58,42.08
2024-01-01 08:17:26,34.11,63.54,58.77,32.94
2024-01-01 08:17:27,29.55,70.09,63.04,39.25
2024-01-01 08:17:28,35.55,68.22,62.25,35.08
2024-01-01 08:17:29,35.26,69.79,56.53,30.20
2024-01-01 08:17:30,31.15,66.92,59.81,30.17
2024-01-01 08:17:31,33.10,68.71,58.60,28.55
2024-01-01 08:17:32,33.21,68.20,57.67,21.47
2024-01-01 08:17:33,32.65,67.21,59.37,28.23
2024-01-01 08:17:34,30.94,65.14,63.75,32.74
2024-01-01 08:17:35,30.61,61.16,58.47,25.23
2024-01-01 08:17:36,31.82,67.91,62.19,29.02
2024-01-01 08:17:37,34.13,62.80,54.42,30.52
2024-01-01 08:17:38,32.79,65.38,58.64,23.21
2024-01-01 08:17:39,30.88,65.63,60.48,24.79
2024-01-01 08:17:40,33.09,64.86,65.17,22.27
2024-01-01 08:17:41,25.77,66.30,63.71,22.80
2024-01-01 08:17:42,33.69,67.75,53.18,20.70
2024-01-01 08:17:43,27.84,68.79,57.30,22.00
2024-01-01 08:17:44,30.53,62.80,61.79,31.04
2024-01-01 08:17:45,28.94,65.12,64.48,21.46
2024-01-01 08:17:46,28.53,59.07,64.01,25.39
2024-01-01 08:17:47,33.37,68.61,60.48,22.65
2024-01-01 08:17:48,30.05,64.07,65.46,29.15
2024-01-01 08:17:49,31.62,65.32,59.41,29.45
2024-01-01 08:17:50,30.77,65.52,64.22,27.45
2024-01-01 08:17:51,31.76,60.46,56.05,25.00
2024-01-01 08:17:52,30.91,70.03,58.74,22.64
2024-01-01 08:17:53,28.14,67.09,57.70,18.60
2024-01-01 08:17:54,32.64,66.77,59.59,30.94
2024-01-01 08:17:55,29.61,68.18,62.09,19.93
2024-01-01 08:17:56,27.44,62.10,63.88,25.43
2024-01-01 08:17:57,29.65,63.68,62.40,26.83
2024-01-01 08:17:58,33.46,61.04,57.14,20.20
2024-01-01 08:17:59,32.12,67.56,60.16,26.40
2024-01-01 08:18:00,29.68,61.59,57.70,25.13
2024-01-01 08:18:01,29.64,63.47,66.30,28.83
2024-01-01 08:18:02,29.66,66.46,61.29,19.88
2024-01-01 08:18:03,34.43,68.16,57.88,16.46
2024-01-01 08:18:04,31.01,66.26,66.16,19.44
2024-01-01 08:18:05,31.07,61.77,57.63,22.16
2024-01-01 08:18:06,32.24,62.02,57.28,21.43
2024-01-01 08:18:07,30.64,66.23,58.33,19.50
2024-01-01 08:18:08,29.62,69.10,62.03,13.31
2024-01-01 08:18:09,29.72,64.73,63.46,22.72
2024-01-01 08:18:10,29.95,64.02,64.25,28.62
2024-01-01 08:18:11,30.00,61.74,69.72,22.49
2024-01-01 08:18:12,31.51,62.37,54.34,22.98
2024-01-01 08:18:13,30.15,67.52,63.74,22.75
2024-01-01 08:18:14,31.50,61.21,59.43,21.97
2024-01-01 08:18:15,29.86,64.34,60.33,24.04
2024-01-01 08:18:16,30.17,66.01,60.04,21.83
2024-01-01 08:18:17,26.01,62.70,61.67,18.94
2024-01-01 08:18:18,31.84,64.49,65.95,16.96
2024-01-01 08:18:19,30.69,67.07,64.11,19.11
2024-01-01 08:18:20,32.00,63.91,60.87,21.32
2024-01-01 08:18:21,24.21,69.87,69.53,18.77
2024-01-01 08:18:22,34.18,57.47,54.95,21.28
2024-01-01 08:18:23,29.73,67.59,58.17,21.76
2024-01-01 08:18:24,32.24,64.21,54.12,23.33
2024-01-01 08:18:25,27.95,67.14,61.13,25.13
2024-01-01 08:18:26,31.27,60.25,61.72,20.32
2024-01-01 08:18:27,27.95,65.88,63.54,14.80
2024-01-01 08:18:28,28.82,64.24,63.15,18.67
2024-01-01 08:18:29,33.92,62.07,55.42,20.26
2024-01-01 08:18:30,29.73,63.57,64.57,12.78
2024-01-01 08:18:31,30.57,65.61,62.38,25.72
2024-01-01 08:18:32,31.89,63.64,63.06,20.79
2024-01-01 08:18:33,31.17,65.18,55.62,21.80
2024-01-01 08:18:34,30.51,67.87,62.63,25.81
2024-01-01 08:18:35,30.97,64.08,57.86,17.90
2024-01-01 08:18:36,35.08,62.69,57.76,22.79
2024-01-01 08:18:37,30.19,64.09,63.49,20.15
2024-01-01 08:18:38,30.74,67.31,61.83,19.94
2024-01-01 08:18:39,32.48,67.28,57.96,17.69
2024-01-01 08:18:40,32.63,64.30,60.44,27.55
2024-01-01 08:18:41,32.83,68.15,55.71,19.50
2024-01-01 08:18:42,31.78,62.34,64.38,23.92
2024-01-01 08:18:43,28.26,66.94,62.43,13.75
2024-01-01 08:18:44,33.86,67.31,63.04,26.11
2024-01-01 08:18:45,28.35,69.98,61.41,25.74
2024-01-01 08:18:46,31.30,64.51,59.65,22.07
2024-01-01 08:18:47,29.24,64.67,60.16,20.92
2024-01-01 08:18:48,30.68,63.07,64.22,23.59
2024-01-01 08:18:49,31.52,68.38,58.96,31.31
2024-01-01 08:18:50,31.56,62.25,63.00,15.27
2024-01-01 08:18:51,31.82,63.29,59.76,25.63
2024-01-01 08:18:52,34.27,65.15,53.51,19.03
2024-01-01 08:18:53,32.02,65.98,59.08,22.79
2024-01-01 08:18:54,30.69,63.38,58.05,22.07
2024-01-01 08:18:55,33.17,67.96,60.20,21.54
2024-01-01 08:18:56,33.69,67.80,56.21,23.42
2024-01-01 08:18:57,28.93,67.69,65.42,19.13
2024-01-01 08:18:58,32.65,65.77,60.13,27.99
2024-01-01 08:18:59,32.94,65.66,59.70,16.91
2024-01-01 08:19:00,31.02,64.81,63.36,26.47
2024-01-01 08:19:01,34.44,67.01,62.23,23.23
2024-01-01 08:19:02,31.47,58.84,61.06,20.08
2024-01-01 08:19:03,32.11,67.88,58.42,25.81
2024-01-01 08:19:04,31.60,63.23,55.72,19.00
2024-01-01 08:19:05,32.06,67.82,58.71,25.63
2024-01-01 08:19:06,29.93,66.90,60.19,20.02
2024-01-01 08:19:07,29.33,64.76,62.72,27.80
2024-01-01 08:19:08,35.49,64.43,57.67,22.51
2024-01-01 08:19:09,30.70,64.70,63.64,24.66
2024-01-01 08:19:10,30.51,68.49,59.86,27.89
2024-01-01 08:19:11,28.28,58.97,62.86,23.88
2024-01-01 08:19:12,31.41,66.02,64.71,27.00
2024-01-01 08:19:13,30.14,69.07,62.94,21.43
2024-01-01 08:19:14,36.18,62.15,58.11,30.28
2024-01-01 08:19:15,35.02,62.26,57.18,35.08
2024-01-01 08:19:16,31.73,65.98,59.06,39.45
2024-01-01 08:19:17,37.71,63.24,54.82,28.91
2024-01-01 08:19:18,35.28,61.81,57.21,31.97
2024-01-01 08:19:19,32.78,71.22,62.60,21.96
2024-01-01 08:19:20,28.54,68.69,62.21,35.37
2024-01-01 08:19:21,38.24,63.50,53.01,32.73
2024-01-01 08:19:22,30.99,70.61,66.71,27.96
2024-01-01 08:19:23,30.60,66.17,62.60,35.11
2024-01-01 08:19:24,36.06,68.43,54.15,29.42
2024-01-01 08:19:25,39.01,64.96,55.27,28.87
2024-01-01 08:19:26,37.02,71.66,58.12,32.88
2024-01-01 08:19:27,35.51,65.52,63.81,26.99
2024-01-01 08:19:28,35.69,68.00,55.26,35.60
2024-01-01 08:19:29,36.34,68.84,61.13,27.55
2024-01-01 08:19:30,36.28,68.85,62.43,27.84
2024-01-01 08:19:31,35.45,70.52,56.84,28.67
2024-01-01 08:19:32,35.23,72.58,58.03,35.61
2024-01-01 08:19:33,35.03,66.53,55.87,30.36
2024-01-01 08:19:34,33.78,68.35,59.12,27.69
2024-01-01 08:19:35,34.87,69.86,58.97,30.92
2024-01-01 08:19:36,32.18,68.25,62.67,33.47
2024-01-01 08:19:37,35.51,66.22,61.97,29.12
2024-01-01 08:19:38,33.87,70.27,57.44,29.49
2024-01-01 08:19:39,33.78,71.67,53.83,42.79
2024-01-01 08:19:40,36.49,68.28,58.04,31.14
2024-01-01 08:19:41,39.06,63.93,57.45,33.53
2024-01-01 08:19:42,38.26,65.31,57.79,33.59
2024-01-01 08:19:43,33.43,67.61,58.96,33.60
2024-01-01 08:19:44,34.74,69.23,59.53,38.00
2024-01-01 08:19:45,38.75,70.14,61.30,39.53
2024-01-01 08:19:46,35.05,71.24,60.11,34.73
2024-01-01 08:19:47,36.72,69.43,56.85,31.23
2024-01-01 08:19:48,38.43,64.56,55.44,41.48
2024-01-01 08:19:49,35.54,69.46,58.16,36.21
2024-01-01 08:19:50,37.85,72.83,62.20,43.71
2024-01-01 08:19:51,35.13,64.95,58.37,28.00
2024-01-01 08:19:52,36.75,72.56,57.89,37.96
2024-01-01 08:19:53,38.75,71.89,55.30,45.04
2024-01-01 08:19:54,35.09,71.23,62.24,36.13
2024-01-01 08:19:55,39.32,67.59,62.29,36.81
2024-01-01 08:19:56,38.56,65.37,58.21,39.07
2024-01-01 08:19:57,39.87,69.10,56.33,35.81
2024-01-01 08:19:58,39.38,72.01,56.48,36.96
2024-01-01 08:19:59,41.83,71.66,47.75,37.01
2024-01-01 08:20:00,39.52,72.87,58.52,35.99
2024-01-01 08:20:01,38.58,70.36,57.26,43.56
2024-01-01 08:20:02,39.85,69.84,57.37,40.62
2024-01-01 08:20:03,40.87,73.96,53.35,39.90
2024-01-01 08:20:04,40.05,71.53,54.82,42.26
2024-01-01 08:20:05,40.21,74.87,54.64,38.08
2024-01-01 08:20:06,38.90,70.29,59.73,36.14
2024-01-01 08:20:07,39.15,75.06,55.37,36.93
2024-01-01 08:20:08,37.85,74.05,63.54,39.44
2024-01-01 08:20:09,44.33,71.77,54.70,35.28
2024-01-01 08:20:10,38.52,71.13,53.06,37.60
2024-01-01 08:20:11,39.80,70.43,55.73,37.61
2024-01-01 08:20:12,39.93,72.18,54.09,48.23
2024-01-01 08:20:13,43.34,70.43,47.41,28.70
2024-01-01 08:20:14,41.14,74.27,60.12,39.13
2024-01-01 08:20:15,44.41,70.48,55.47,46.79
2024-01-01 08:20:16,40.75,72.00,57.15,40.41
2024-01-01 08:20:17,42.84,67.69,54.79,42.97
2024-01-01 08:20:18,40.79,75.59,51.38,40.38
2024-01-01 08:20:19,46.94,70.95,50.39,37.32
2024-01-01 08:20:20,40.46,73.22,58.25,31.03
2024-01-01 08:20:21,43.64,69.22,50.66,40.82
2024-01-01 08:20:22,44.48,70.68,45.72,36.89
2024-01-01 08:20:23,44.23,69.92,52.78,36.78
2024-01-01 08:20:24,43.22,76.13,53.64,37.96
2024-01-01 08:20:25,43.52,76.27,54.30,46.91
2024-01-01 08:20:26,44.06,73.86,55.75,49.51
2024-01-01 08:20:27,43.86,75.94,55.59,40.72
2024-01-01 08:20:28,46.28,76.18,53.01,37.94
2024-01-01 08:20:29,48.96,74.84,54.21,35.03
2024-01-01 08:20:30,43.62,74.66,49.27,41.55
2024-01-01 08:20:31,42.19,72.85,56.20,46.73
2024-01-01 08:20:32,44.95,77.99,54.91,38.53
2024-01-01 08:20:33,50.48,80.64,46.00,29.92
2024-01-01 08:20:34,43.90,75.81,49.15,42.02
2024-01-01 08:20:35,48.98,72.85,48.37,43.18
2024-01-01 08:20:36,49.26,73.19,48.46,32.79
2024-01-01 08:20:37,44.99,74.03,55.27,39.73
2024-01-01 08:20:38,47.43,81.39,49.70,40.71
2024-01-01 08:20:39,49.75,73.67,47.58,38.48
2024-01-01 08:20:40,45.93,83.52,50.61,35.48
2024-01-01 08:20:41,46.48,81.79,55.47,42.57
2024-01-01 08:20:42,45.92,76.42,52.49,36.75
2024-01-01 08:20:43,45.25,80.00,52.31,32.27
2024-01-01 08:20:44,46.18,82.01,51.96,29.85
2024-01-01 08:20:45,45.23,75.62,56.74,42.93
2024-01-01 08:20:46,47.94,75.55,48.99,40.19
2024-01-01 08:20:47,46.54,76.89,56.03,37.90
2024-01-01 08:20:48,48.74,77.92,51.39,35.60
2024-01-01 08:20:49,45.36,77.22,52.30,35.06
2024-01-01 08:20:50,49.34,73.03,57.90,32.69
2024-01-01 08:20:51,50.54,76.75,46.51,35.07
2024-01-01 08:20:52,45.09,77.08,51.89,28.11
2024-01-01 08:20:53,50.02,78.84,46.29,33.44
2024-01-01 08:20:54,51.93,80.23,51.70,34.93
2024-01-01 08:20:55,47.25,76.70,56.72,38.40
2024-01-01 08:20:56,53.22,81.44,53.08,35.58
2024-01-01 08:20:57,50.91,79.05,53.13,38.70
2024-01-01 08:20:58,48.86,84.56,50.09,40.69
2024-01-01 08:20:59,50.36,80.73,48.69,39.29
2024-01-01 08:21:00,51.79,78.79,43.91,36.71
2024-01-01 08:21:01,51.02,83.71,55.49,34.63
2024-01-01 08:21:02,52.15,81.12,50.12,30.42
2024-01-01 08:21:03,49.43,78.89,48.87,37.06
2024-01-01 08:21:04,51.81,81.16,52.90,40.57
2024-01-01 08:21:05,48.84,76.37,47.78,34.97
2024-01-01 08:21:06,51.65,82.18,50.23,41.02
2024-01-01 08:21:07,50.26,81.97,49.33,26.99
2024-01-01 08:21:08,50.80,79.10,51.44,28.22
2024-01-01 08:21:09,54.94,85.54,46.85,35.99
2024-01-01 08:21:10,54.85,77.72,42.74,33.37
2024-01-01 08:21:11,54.08,80.51,47.78,37.30
2024-01-01 08:21:12,50.88,84.19,52.62,31.72
2024-01-01 08:21:13,52.63,78.97,48.34,28.04
2024-01-01 08:21:14,55.88,82.85,48.80,30.39
2024-01-01 08:21:15,53.94,83.58,44.50,24.85
2024-01-01 08:21:16,58.49,84.95,44.83,26.20
2024-01-01 08:21:17,54.83,81.12,45.23,34.33
2024-01-01 08:21:18,54.62,79.51,49.47,33.66
2024-01-01 08:21:19,53.82,83.64,47.80,31.35
2024-01-01 08:21:20,54.90,81.93,49.13,22.75
2024-01-01 08:21:21,54.52,86.64,50.55,27.93
2024-01-01 08:21:22,56.43,84.72,48.21,24.19
2024-01-01 08:21:23,57.13,84.54,46.54,33.53
2024-01-01 08:21:24,53.83,79.50,44.71,26.22
2024-01-01 08:21:25,52.93,86.05,48.23,23.94
2024-01-01 08:21:26,52.12,84.12,47.13,28.14
2024-01-01 08:21:27,57.00,87.92,44.77,25.20
2024-01-01 08:21:28,53.96,86.59,46.50,33.43
2024-01-01 08:21:29,52.05,85.27,45.83,24.29
2024-01-01 08:21:30,57.33,83.28,39.73,21.38
2024-01-01 08:21:31,61.72,84.39,40.96,18.11
2024-01-01 08:21:32,56.91,86.64,46.43,26.34
2024-01-01 08:21:33,58.79,82.97,40.68,23.96
2024-01-01 08:21:34,57.46,86.19,45.57,20.25
2024-01-01 08:21:35,57.29,87.64,51.33,30.48
2024-01-01 08:21:36,59.51,90.53,47.36,28.14
2024-01-01 08:21:37,57.27,82.98,50.57,25.12
2024-01-01 08:21:38,58.57,84.46,46.03,30.46
2024-01-01 08:21:39,58.86,86.56,48.18,27.42
2024-01-01 08:21:40,57.07,86.12,43.59,21.25
2024-01-01 08:21:41,60.57,86.38,41.73,20.16
2024-01-01 08:21:42,58.41,86.10,36.73,27.37
2024-01-01 08:21:43,57.43,90.04,49.10,25.46
2024-01-01 08:21:44,60.20,88.48,48.50,24.35
2024-01-01 08:21:45,57.50,83.37,43.84,20.07
2024-01-01 08:21:46,59.53,88.23,43.52,25.69
2024-01-01 08:21:47,59.63,85.12,41.96,20.04
2024-01-01 08:21:48,62.00,85.17,43.95,22.46
2024-01-01 08:21:49,60.95,87.33,46.80,28.47
2024-01-01 08:21:50,60.12,85.05,38.70,19.86
2024-01-01 08:21:51,61.98,85.12,44.04,16.03
2024-01-01 08:21:52,63.30,87.45,41.19,17.94
2024-01-01 08:21:53,61.80,88.48,43.26,25.97
2024-01-01 08:21:54,60.87,82.90,44.85,22.85
2024-01-01 08:21:55,58.40,92.20,44.40,21.16
2024-01-01 08:21:56,59.06,91.76,44.25,19.50
2024-01-01 08:21:57,60.74,89.88,42.91,23.33
2024-01-01 08:21:58,60.30,89.48,46.73,17.86
2024-01-01 08:21:59,61.31,86.36,44.47,22.35
2024-01-01 08:22:00,61.95,90.11,43.49,18.08
2024-01-01 08:22:01,63.06,91.04,38.35,17.30
2024-01-01 08:22:02,62.02,88.91,41.65,18.23
2024-01-01 08:22:03,63.29,90.29,44.72,19.18
2024-01-01 08:22:04,62.61,89.40,42.55,20.39
2024-01-01 08:22:05,58.68,86.89,46.77,21.44
2024-01-01 08:22:06,60.91,89.63,48.75,5.67
2024-01-01 08:22:07,62.65,89.88,45.52,17.11
2024-01-01 08:22:08,60.67,89.72,43.88,18.71
2024-01-01 08:22:09,64.44,89.65,39.80,26.24
2024-01-01 08:22:10,66.45,86.76,32.47,15.85
2024-01-01 08:22:11,65.98,88.56,39.91,20.77
2024-01-01 08:22:12,63.26,90.23,41.07,26.06
2024-01-01 08:22:13,66.81,86.42,41.08,14.80
2024-01-01 08:22:14,64.27,90.12,40.98,21.60
2024-01-01 08:22:15,63.44,90.59,40.97,16.80
2024-01-01 08:22:16,63.03,94.74,36.84,17.98
2024-01-01 08:22:17,63.79,86.40,38.90,16.79
2024-01-01 08:22:18,63.76,95.76,43.17,17.08
2024-01-01 08:22:19,65.01,94.19,46.14,30.91
2024-01-01 08:22:20,65.13,90.15,40.63,23.42
2024-01-01 08:22:21,64.95,85.22,42.02,24.47
2024-01-01 08:22:22,65.95,90.31,43.29,22.07
2024-01-01 08:22:23,67.59,90.88,37.02,13.72
2024-01-01 08:22:24,67.23,89.99,40.76,21.77
2024-01-01 08:22:25,62.49,91.07,40.28,24.54
2024-01-01 08:22:26,60.48,95.02,46.31,16.90
2024-01-01 08:22:27,67.58,94.09,39.91,24.24
2024-01-01 08:22:28,63.10,92.22,43.03,23.28
2024-01-01 08:22:29,65.51,90.59,38.35,27.95
2024-01-01 08:22:30,63.74,89.34,43.88,18.96
2024-01-01 08:22:31,62.59,87.96,48.70,16.34
2024-01-01 08:22:32,67.39,95.06,36.54,19.39
2024-01-01 08:22:33,67.94,89.41,38.21,26.69
2024-01-01 08:22:34,65.39,93.43,41.46,13.75
2024-01-01 08:22:35,61.47,94.86,45.48,12.92
2024-01-01 08:22:36,65.67,91.70,38.92,21.68
2024-01-01 08:22:37,67.65,93.82,30.91,19.69
2024-01-01 08:22:38,64.02,93.99,45.67,21.64
2024-01-01 08:22:39,67.45,91.60,41.81,25.54
2024-01-01 08:22:40,67.15,91.54,34.48,19.70
2024-01-01 08:22:41,68.44,91.28,37.11,14.58
2024-01-01 08:22:42,67.62,94.21,44.13,30.42
2024-01-01 08:22:43,65.54,91.32,45.02,18.42
2024-01-01 08:22:44,69.97,92.95,40.83,18.36
2024-01-01 08:22:45,67.36,90.98,39.06,27.19
2024-01-01 08:22:46,67.71,95.40,39.62,21.43
2024-01-01 08:22:47,65.99,93.98,40.01,22.91
2024-01-01 08:22:48,67.06,93.43,43.15,25.29
2024-01-01 08:22:49,66.26,94.91,37.61,27.90
2024-01-01 08:22:50,67.77,96.33,36.92,22.44
2024-01-01 08:22:51,71.63,92.42,40.06,30.07
2024-01-01 08:22:52,65.54,96.22,40.54,15.66
2024-01-01 08:22:53,65.14,90.15,45.05,27.47
2024-01-01 08:22:54,71.39,93.88,35.15,21.30
2024-01-01 08:22:55,68.10,95.17,38.98,30.37
2024-01-01 08:22:56,67.26,95.71,36.88,25.69
2024-01-01 08:22:57,70.75,93.28,37.57,22.66
2024-01-01 08:22:58,67.53,94.67,35.05,28.25
2024-01-01 08:22:59,72.46,92.67,35.06,29.41
2024-01-01 08:23:00,70.23,95.49,33.55,28.66
2024-01-01 08:23:01,67.96,88.82,41.30,22.22
2024-01-01 08:23:02,73.32,94.67,38.16,24.66
2024-01-01 08:23:03,67.85,97.28,34.10,26.83
2024-01-01 08:23:04,70.61,96.80,41.64,26.94
2024-01-01 08:23:05,69.78,93.84,45.62,30.36
2024-01-01 08:23:06,71.84,93.97,37.03,19.57
2024-01-01 08:23:07,72.41,102.79,34.63,29.23
2024-01-01 08:23:08,69.41,90.62,46.83,26.99
2024-01-01 08:23:09,67.89,94.38,35.31,25.07
2024-01-01 08:23:10,70.36,98.82,37.84,25.72
2024-01-01 08:23:11,68.13,101.19,39.66,28.10
2024-01-01 08:23:12,73.56,97.72,39.90,14.82
2024-01-01 08:23:13,69.85,93.05,39.17,26.69
2024-01-01 08:23:14,68.88,98.50,37.17,26.26
2024-01-01 08:23:15,70.02,99.48,35.13,32.17
2024-01-01 08:23:16,66.99,95.86,38.78,27.08
2024-01-01 08:23:17,67.78,97.22,36.31,29.72
2024-01-01 08:23:18,72.15,95.78,36.85,37.01
2024-01-01 08:23:19,68.47,94.78,37.23,35.09
2024-01-01 08:23:20,1.48,96.68,74.63,34.99
2024-01-01 08:23:21,1.62,96.50,82.79,29.65
2024-01-01 08:23:22,1.04,95.98,77.88,34.09
2024-01-01 08:23:23,1.10,95.57,75.54,31.24
2024-01-01 08:23:24,0.69,97.53,79.08,31.66
2024-01-01 08:23:25,0.84,1.28,79.70,34.34
2024-01-01 08:23:26,1.31,1.93,73.98,30.58
2024-01-01 08:23:27,1.60,0.76,80.03,39.19
2024-01-01 08:23:28,0.93,1.16,76.30,32.83
2024-01-01 08:23:29,0.77,0.10,84.67,36.20
2024-01-01 08:23:30,1.00,-0.20,80.97,39.80
2024-01-01 08:23:31,1.30,1.42,78.02,38.35
2024-01-01 08:23:32,0.28,1.00,77.60,28.83
2024-01-01 08:23:33,-0.15,1.59,79.77,36.49
2024-01-01 08:23:34,0.72,0.31,81.40,38.35
2024-01-01 08:23:35,0.39,1.26,79.69,38.74
2024-01-01 08:23:36,0.75,1.93,78.90,30.95
2024-01-01 08:23:37,0.93,1.21,79.62,33.00
2024-01-01 08:23:38,0.77,1.14,77.72,39.83
2024-01-01 08:23:39,1.73,1.00,77.93,33.02
2024-01-01 08:23:40,1.16,0.21,73.04,35.08
2024-01-01 08:23:41,1.15,1.68,82.23,42.79
2024-01-01 08:23:42,1.31,0.69,80.11,36.50
2024-01-01 08:23:43,0.43,1.25,77.42,33.98
2024-01-01 08:23:44,1.52,0.22,84.78,33.57
2024-01-01 08:23:45,0.96,0.41,79.68,38.60
2024-01-01 08:23:46,1.34,1.72,76.09,32.12
2024-01-01 08:23:47,0.46,0.83,82.29,36.64
2024-01-01 08:23:48,0.22,1.73,81.06,39.14
2024-01-01 08:23:49,1.41,0.96,80.34,43.17
2024-01-01 08:23:50,1.19,0.08,78.01,40.80
2024-01-01 08:23:51,0.55,1.45,81.02,35.43
2024-01-01 08:23:52,0.57,0.71,78.88,43.15
2024-01-01 08:23:53,1.56,1.35,80.73,37.38
2024-01-01 08:23:54,0.41,1.01,74.04,33.77
2024-01-01 08:23:55,1.82,0.23,77.61,38.15
2024-01-01 08:23:56,0.55,1.08,84.84,44.72
2024-01-01 08:23:57,1.32,2.10,76.91,39.74
2024-01-01 08:23:58,0.84,1.25,77.69,39.24
2024-01-01 08:23:59,1.30,0.97,77.88,45.84
2024-01-01 08:24:00,0.73,1.54,75.92,33.66
2024-01-01 08:24:01,0.92,1.11,72.82,34.34
